OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,SHAPE_Length,SHAPE_Area
12643,2019,CA,USF,SNF,5994413010602,EASTFORK ID 169 U.116,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,23.2,23.195509,,,,2529.83496296741,147715.053564505
12644,2019,CA,USF,SNF,6000929010602,EASTFORK UNIT 2,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,5.3,5.3311391,,,,985.59525979542,33904.9906249673
12645,2019,CA,USF,SNF,6000936010602,EASTFORK U. 2A,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,2.1,2.0781286,,,,626.324720799465,13216.3603986094
12646,2019,CA,USF,SNF,5998793010602,EASTFORK,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,1.2,1.2333388,,,,359.969703867056,7845.94162389026
12647,2019,CA,USF,SNF,6000952010602,EASTFORK,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,61,60.560947,,,,4574.32279785472,385127.536113728
12648,2019,CA,USF,SNF,6000907010602,EASTFORK,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,14,14.184209,,,,2762.47273057246,90204.9764395094
12649,2019,CA,USF,SNF,5999248010602,EASTFORK,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,2.4,2.41555,,,,807.65650882833,15363.8879751249
12650,2019,CA,USF,SNF,5598567010602,SHAVER BLUE CANYON,5,2019/03/19 00:00:00+00,2019/03/19 00:00:00+00,184,171.63971,,,,8482.31355584047,1092531.44253254
12651,2019,CA,USF,SNF,5994372010602,EASTFORK  ID 169 U. 70,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,24.3,24.330339,,,,2492.58515416064,154934.498584285
12652,2019,CA,USF,SNF,6000944010602,EASTFORK,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,2.4,2.4130492,,,,812.105368173183,15343.9974802811
12653,2019,CA,USF,SNF,5999004010602,,5,2019/11/26 00:00:00+00,2019/11/26 00:00:00+00,13.5,13.542541,,,,1548.93915563047,86147.5159358391
12655,2019,CA,USF,STF,5939241010602,BEAR MOUNTAIN,1,2019/09/25 00:00:00+00,2019/09/25 00:00:00+00,4,4.1610146,,,,1170.06297625923,27049.3002326063
12656,2019,CA,USF,STF,5891435010602,FY 19,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,4,3.8153329,,,,704.373405190472,24789.5468796925
12657,2019,CA,USF,STF,5939382010602,BEAR MOUNTAIN,1,2019/09/27 00:00:00+00,2019/09/27 00:00:00+00,101,99.622261,,,,5233.35594643163,647569.551713734
12658,2018,CA,USF,STF,5827701010602,,1,2018/10/25 00:00:00+00,2018/10/25 00:00:00+00,221.1,221.01408,,,,5276.0507378215,1452229.30416966
12659,2019,CA,USF,STF,5896203010602,KERRICK HORSE CAMP,5,2019/06/13 00:00:00+00,2019/06/13 00:00:00+00,3.8,3.7975154,,,,818.052072176457,24907.024505478
12660,2019,CA,USF,STF,5890288010602,PEACH GROWERS,5,2019/05/09 00:00:00+00,2019/05/09 00:00:00+00,8,7.9304605,,,,1231.31171723082,51582.0357185632
12661,2018,CA,USF,STF,5827670010602,,5,2018/12/04 00:00:00+00,2018/12/04 00:00:00+00,50.3,50.244999,,,,4204.48408251283,329675.27547898
12662,2019,CA,USF,STF,5939413010602,FY 19,1,2019/09/30 00:00:00+00,2019/09/30 00:00:00+00,281,280.45651,,,,7039.27076423232,1823074.21353302
12663,2019,CA,USF,STF,5890808010602,STRAWBERRY HT,5,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,12.2,12.166978,,,,2219.2348264462,79821.1897909493
12664,2019,CA,USF,STF,5897788010602,FY 2019,1,2019/08/19 00:00:00+00,2019/08/19 00:00:00+00,36,35.456928,,,,3273.89235446158,230417.819274714
12665,2019,CA,USF,STF,5890659010602,RECHARGE TS COW CREEK,5,2019/05/20 00:00:00+00,2019/05/20 00:00:00+00,100.3,100.17299,,,,7049.05417481873,658104.164601569
12666,2019,CA,USF,STF,5896393010602,BEAR MOUNTAIN,1,2019/09/25 00:00:00+00,2019/09/25 00:00:00+00,76,74.587845,,,,4340.51442212241,484830.656303761
12667,2019,CA,USF,STF,5890760010602,DONNELL HIGHWAY 108,5,2019/05/17 00:00:00+00,2019/05/17 00:00:00+00,79.7,79.653648,,,,7070.53865168341,524894.372393488
12668,2019,CA,USF,STF,5890750010602,BONE SPRINGS HT,5,2019/05/17 00:00:00+00,2019/05/17 00:00:00+00,40.7,40.655418,,,,3324.29105176394,267842.760521554
12669,2019,CA,USF,STF,5890777010602,RIVERSIDE HT,5,2019/05/17 00:00:00+00,2019/05/17 00:00:00+00,5.6,5.5747094,,,,801.39630465085,36740.6457610437
12670,2019,CA,USF,STF,5939227010602,FY 19,1,2019/09/25 00:00:00+00,2019/09/25 00:00:00+00,91,90.661713,,,,5135.46631238629,589346.508540189
12671,2019,CA,USF,STF,5897705010602,BEAR MOUNTAIN,1,2019/08/19 00:00:00+00,2019/08/19 00:00:00+00,83,83.265976,,,,3775.3438474426,541157.329500765
12672,2019,CA,USF,STF,5827657010602,,5,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,66.9,66.809814,,,,5754.20286667108,438427.933849014
12673,2019,CA,USF,STF,5890599010602,KERRICK HORSE CAMP,5,2019/06/13 00:00:00+00,2019/06/13 00:00:00+00,294.2,293.63794,,,,23285.6846922316,1935963.01164109
12674,2019,CA,USF,STF,5951884010602,,5,2019/09/28 00:00:00+00,2019/09/28 00:00:00+00,333.8,333.51828,,,,37942.9192935659,2200293.80750921
12675,2019,CA,USF,STF,5952004010602,,5,2019/09/28 00:00:00+00,2019/09/28 00:00:00+00,364.4,364.01395,,,,18416.0877013972,2398123.90813004
12676,2019,CA,USF,STF,5891458010602,LONG SHANAHAN,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,2,2.1948047,,,,487.74945918109,14263.3312869988
12677,2019,CA,USF,STF,5951959010602,,5,2019/09/28 00:00:00+00,2019/09/28 00:00:00+00,38.3,39.760658,,,,2281.23380113448,262094.128699478
12678,2019,CA,USF,STF,5890579010602,CAMP BLUE AND GOLD,5,2019/06/13 00:00:00+00,2019/06/13 00:00:00+00,128.9,128.77654,,,,6184.96394659695,844762.910924696
12679,2018,CA,USF,STF,5827656010602,,5,2018/12/11 00:00:00+00,2018/12/11 00:00:00+00,17.1,17.042509,,,,1724.03095665668,111821.336902487
12680,2019,CA,USF,STF,5890530010602,RECHARGE TS PINECREST,5,2019/05/20 00:00:00+00,2019/05/20 00:00:00+00,196.9,196.73021,,,,9063.65939958593,1290798.41931282
12681,2018,CA,USF,STF,5892199010602,BIG CREEK,5,2018/12/11 00:00:00+00,2018/12/11 00:00:00+00,8,8.8300858,,,,1299.41846478117,57361.7072530021
12682,2019,CA,USF,STF,5893026010602,WORK CENTER HT,5,2019/02/13 00:00:00+00,2019/02/13 00:00:00+00,27,26.900005,,,,2738.64342726808,176537.402411322
12683,2019,CA,USF,STF,5890823010602,3N01 HT,5,2019/05/20 00:00:00+00,2019/05/20 00:00:00+00,70.6,70.487091,,,,6143.74695325467,461059.543732327
12684,2019,CA,USF,STF,5896131010602,LEFT TS,5,2019/04/02 00:00:00+00,2019/04/02 00:00:00+00,241.9,241.7148,,,,10581.5463611334,1581629.82881591
12685,2018,CA,USF,STF,5599849010602,LONG BARN HT PILE BURN,5,2018/02/20 00:00:00+00,2018/02/20 00:00:00+00,132,131.46172,,,,5890.1810250182,860259.45308911
12687,2019,CA,USF,STF,5890836010602,3N90 HT,5,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,72.6,71.911621,,,,7906.68340519386,470484.429227114
12688,2019,CA,USF,STF,5896185010602,SOUTH 108 UNIT 2,1,2019/05/14 00:00:00+00,2019/05/14 00:00:00+00,78.5,78.424141,,,,3987.0507624696,513033.372906341
12689,2019,CA,USF,STF,5934004010602,WINTON FUEL BREAK,5,2019/09/20 00:00:00+00,2019/09/20 00:00:00+00,36,36.262371,,,,4308.38219353721,239448.405636067
12690,2019,CA,USF,STF,5890985010602,,5,2019/03/20 00:00:00+00,2019/03/20 00:00:00+00,81.8,81.444748,,,,7432.70306623215,533923.611942177
12691,2018,CA,USF,STF,5599857010602,HACIENDA HT PILE BURN,5,2018/04/09 00:00:00+00,2018/04/09 00:00:00+00,14,13.982932,,,,2065.07468930672,91273.1626334181
12692,2019,CA,USF,STF,5896162010602,SOUTH 108 UNIT 2201,5,2019/04/11 00:00:00+00,2019/04/11 00:00:00+00,2,2.0343127,,,,546.642370792661,13284.2750528945
12693,2019,CA,USF,STF,5890854010602,COTTONWOOD HT,5,2019/04/02 00:00:00+00,2019/04/02 00:00:00+00,46.9,46.803078,,,,4281.40117504541,305507.226590638
12694,2019,CA,USF,STF,5890907010602,TUOLUMNE MAIN CANAL,5,2019/05/31 00:00:00+00,2019/05/31 00:00:00+00,4.9,4.8849635,,,,723.463266382159,31946.0625475241
12695,2018,CA,USF,STF,5599847010602,SIERRA OUTDOOR SCHOOL PILE BUR,5,2018/02/13 00:00:00+00,2018/02/13 00:00:00+00,69,67.145935,,,,5711.38796831034,438959.071430147
12696,2019,CA,USF,SNF,5784063010602,BEAL FUELBREAK-TREE MORTALITY,5,2019/03/27 00:00:00+00,2019/03/27 00:00:00+00,99,87.506561,,,,10519.7900384037,556937.8617247
12697,2019,CA,USF,SNF,5784000010602,ACORN PILOT PILES,5,2019/05/01 00:00:00+00,2019/05/01 00:00:00+00,97,89.652145,,,,8264.58433540399,571395.566194715
12698,2019,CA,USF,SNF,5784014010602,AUBERRY STATION PILE BURNING,5,2019/04/01 00:00:00+00,2019/04/01 00:00:00+00,1,1.1423464,,,,343.049127848383,7280.22322213388
12699,2019,CA,USF,SNF,6019110010602,,5,2019/12/18 00:00:00+00,2019/12/18 00:00:00+00,60,59.720901,,,,3015.19838351304,380075.253601066
12700,2018,CA,USF,STF,5600326010602,2018,5,2018/04/06 00:00:00+00,2018/04/06 00:00:00+00,22.4,22.428362,,,,2957.46592261026,145503.887561244
12701,2019,CA,USF,TNF,5505334010602,DEER CREEK UNIT 2Y,5,2019/04/30 00:00:00+00,2019/04/30 00:00:00+00,67,67.259163,,,,8711.06254440742,454482.706308282
12702,2019,CA,USF,TNF,5822471010602,CAMP UNIT D,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,30,30.384012,,,,2249.13325206841,206642.769861468
12703,2019,CA,USF,TNF,5667880010602,SIERRA CITY FUEL BREAK UNIT C,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,5.3,5.3469019,,,,1081.03059975591,36459.0714426222
12704,2019,CA,USF,TNF,5822443010602,UNIT J,1,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,184,184.77766,,,,7960.5091559197,1257184.87888398
12705,2019,CA,USF,STF,5891560010602,ROAD 1S21Y,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,2,3.4979613,,,,1209.23353259605,22728.9402595193
12706,2019,CA,USF,STF,5890206010602,ROAD 1S22,5,2019/05/21 00:00:00+00,2019/05/21 00:00:00+00,21,21.366095,,,,3005.67489183438,138785.093970132
12707,2019,CA,USF,STF,5892134010602,FY 19,5,2019/04/18 00:00:00+00,2019/04/18 00:00:00+00,3,2.7368774,,,,707.843770412686,17762.0307779672
12708,2019,CA,USF,STF,5892544010602,FY 19,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,1.5,1.4606996,,,,622.931160152174,9493.87804548399
12709,2019,CA,USF,TNF,5667011010602,CAMP UNIT MM,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,5,5.2102509,,,,823.948780122096,35403.8673064558
12710,2019,CA,USF,TNF,5669788010602,CAMP UNIT MM,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,2.2,2.2863173,,,,578.130025555534,15532.5352028519
12711,2019,CA,USF,TNF,5820814010602,PACKER LAKE BORROW PIT,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,2,1.0919001,,,,315.297895526997,7458.93038211134
12712,2019,CA,USF,TNF,5822504010602,ROCKY REST PILE,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,1,1.2918431,,,,332.712925793166,8794.68933634201
12713,2019,CA,USF,STF,5890266010602,2019,5,2019/05/20 00:00:00+00,2019/05/20 00:00:00+00,10,9.750226,,,,1308.87458544694,63162.4978186331
12714,2019,CA,USF,TNF,5822514010602,HP BULLARDS ADMIN,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,7,6.7476201,,,,1415.83941202962,45789.9647468876
12715,2019,CA,USF,TNF,5822527010602,,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,1,1.056446,,,,313.070829392559,7177.05214724352
12716,2019,CA,USF,TNF,5822463010602,CAMP UNIT TT,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,7.7,7.7312751,,,,1584.14559588428,52467.8958983662
12717,2019,CA,USF,STF,5892305010602,ROAD 1S68Y,5,2019/05/09 00:00:00+00,2019/05/09 00:00:00+00,1,1.0719658,,,,355.64137268962,6971.99972692688
12718,2019,CA,USF,TNF,5583648010602, UNIT BBB - BURLINGTON 2B,5,2019/03/21 00:00:00+00,2019/03/21 00:00:00+00,23,22.535271,,,,2715.04952324985,152386.687046176
12719,2019,CA,USF,TNF,5801448010602,GOLD ASPEN UNIT 50,5,2019/10/01 00:00:00+00,2019/10/01 00:00:00+00,14,13.960998,,,,1559.24826380267,95347.8003548251
12720,2019,CA,USF,STF,5892332010602,FY 19,5,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,4,4.046052,,,,964.044830392343,26221.1758532015
12721,2019,CA,USF,STF,5892575010602,FY 19,5,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,8.5,8.5323811,,,,1752.92654134877,55291.765475173
12722,2019,CA,USF,TNF,5820818010602,CAMPTONVILLE ADMIN,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,7,6.7165432,,,,824.99119674397,45646.6954728357
12723,2018,CA,USF,TNF,5396000010602,BUCKEYE UNIT 4V,5,2018/12/19 00:00:00+00,2018/12/19 00:00:00+00,31,30.866339,,,,2577.33366563535,208645.603980493
12724,2018,CA,USF,TNF,5396025010602,BUCKEYE UNIT 5V,5,2018/12/19 00:00:00+00,2018/12/19 00:00:00+00,20,19.636719,,,,1660.46824038167,132745.9577066
12725,2018,CA,USF,TNF,5878813010602,"SUMMIT NORTH UNDERBURN, UNIT 4",1,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,31,38.320004,,,,2114.17049550842,260924.9598127
12726,2018,CA,USF,TNF,5878778010602,"SUMMIT NORTH UNDERBURN, UNIT 5",1,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,110,96.12854,,,,3347.70135332641,654626.419744118
12727,2018,CA,USF,TNF,4466347010602,NORTH DIVIDE UB UNIT 18B,1,2018/11/05 00:00:00+00,2018/11/05 00:00:00+00,35,34.91433,,,,2314.94712989114,235471.285913306
12728,2019,CA,USF,TNF,5878993010602,"SUMMIT NORTH UNDERBURN, UNIT 6",1,2019/06/30 00:00:00+00,2019/06/30 00:00:00+00,41,40.582142,,,,2428.11521929307,276385.535016672
12729,2018,CA,USF,TNF,5878710010602,"SUMMIT NORTH UB, UNIT 7",1,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,40,40.43544,,,,2503.3993920122,275393.518130411
12730,2018,CA,USF,TNF,5878731010602,"SUMMIT NORTH UB, UNIT 8",1,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,11,11.204319,,,,1668.44124487964,76313.5106697938
12731,2018,CA,USF,TNF,5878611010602,"SUMMIT NORTH UNDERBURN, UNIT 9",1,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,100,106.87842,,,,4163.78666048971,727967.64037486
12732,2018,CA,USF,TNF,4466186010602,NORTH DIVIDE UB UNIT 10A,1,2018/11/05 00:00:00+00,2018/11/05 00:00:00+00,77,82.824997,,,,4466.28537073191,558575.152412036
12733,2018,CA,USF,TNF,5852636010602,NORTH DIVIDE UB UNIT 10C,1,2018/11/04 00:00:00+00,2018/11/04 00:00:00+00,31,31.671324,,,,2211.64561000144,213603.56091174
12734,2019,CA,USF,TNF,3249800010602,DEADWOOD UNIT 7,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,13,12.830458,,,,1472.47145421398,86282.306060075
12735,2019,CA,USF,TNF,3249837010602,DEADWOOD UNIT 9,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,94.6,94.631615,,,,4065.53443824551,636471.948436352
12736,2019,CA,USF,TNF,3857983010602,LITTLE SECRET UNIT 25 FUELBREAK,5,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,43.4,43.359455,,,,5182.30351002574,291885.601525882
12737,2019,CA,USF,TNF,3249762010602,DEADWOOD UNIT 10,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,20.8,20.750366,,,,1610.67949308285,139551.935879781
12738,2019,CA,USF,TNF,3252813010602,DEADWOOD UNIT 14,1,2019/06/06 00:00:00+00,2019/06/06 00:00:00+00,27.5,27.493948,,,,3118.42111848255,184964.595868067
12739,2019,CA,USF,TNF,5822533010602,WITCH BAKER 2,5,2019/04/03 00:00:00+00,2019/04/03 00:00:00+00,1,1.0058576,,,,516.20796533791,6839.68099387694
12740,2019,CA,USF,TNF,3246759010602,DEADWOOD UNIT 1,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,18.9,18.890923,,,,1797.29289352324,126997.182115337
12741,2019,CA,USF,TNF,3249815010602,DEADWOOD UNIT 2,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,52,52.009708,,,,4260.77210567214,349654.856610552
12742,2019,CA,USF,TNF,3249744010602,DEADWOOD UNIT 3,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,64,63.318134,,,,3674.42329412447,425712.661315343
12743,2019,CA,USF,TNF,3246789010602,DEADWOOD UNIT 4,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,74.2,74.192963,,,,4307.76372949001,498866.42694758
12744,2019,CA,USF,TNF,4557256010602,OMEGA HAND CUT PILE,5,2019/12/05 00:00:00+00,2019/12/05 00:00:00+00,28,24.090178,,,,4754.2976014929,163073.478724346
12745,2019,CA,USF,TNF,5675470010602,DEADWOOD UNIT 5,1,2019/05/23 00:00:00+00,2019/05/23 00:00:00+00,44.2,44.202454,,,,3200.09035063517,297225.596185797
12746,2019,CA,USF,STF,5891441010602,POWERLINE ROADS,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,1,1.0167533,,,,416.320096671924,6605.71419407874
12747,2019,CA,USF,STF,AC2031601010602,CHINA FLAT-CF3,1,2019/04/29 00:00:00+00,2019/04/29 00:00:00+00,12,11.689207,,,,1474.10113015289,75930.7381298341
12748,2019,CA,USF,STF,5892894010602,FY 19,1,2019/07/19 00:00:00+00,2019/07/19 00:00:00+00,11,11.128803,,,,1272.71050485034,72181.5837763638
12749,2018,CA,USF,STF,5600522010602,,5,2018/01/27 00:00:00+00,2018/01/27 00:00:00+00,72.7,72.651787,,,,4924.75509888543,473359.069643611
12750,2019,CA,USF,STF,5667061010602,WCB JAWBONE DEER HABITAT 110,5,2019/01/31 00:00:00+00,2019/01/31 00:00:00+00,63,62.937469,,,,2961.78190664649,409605.846257403
12751,2019,CA,USF,STF,5855369010602,FY 2019,1,2019/04/29 00:00:00+00,2019/04/29 00:00:00+00,8,8.1719189,,,,1188.35968991807,53059.0942646518
12752,2019,CA,USF,STF,5891451010602,FERRETTI ROAD,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,5,4.6894135,,,,941.373327969519,30479.2277820935
12753,2019,CA,USF,STF,5664471010602,WCB JAWBONE DEER HABITAT 100,5,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,41,41.120403,,,,2209.76713344536,267748.321680666
12754,2019,CA,USF,STF,5889918010602,"FY 09, 19",1,2019/07/09 00:00:00+00,2019/07/09 00:00:00+00,99,98.870842,,,,4118.20764351536,641218.64061461
12755,2018,CA,USF,STF,5600330010602,,5,2018/02/15 00:00:00+00,2018/02/15 00:00:00+00,73,73.106384,,,,3801.56400278355,477062.091716058
12756,2019,CA,USF,STF,5664586010602,WCB JAWBONE DEER HABITAT 102,5,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,50,50.189793,,,,3138.59229549854,326855.296449492
12757,2019,CA,USF,STF,5666914010602,WCB JAWBONE DEER HABITAT 107,5,2019/01/31 00:00:00+00,2019/01/31 00:00:00+00,46,46.067394,,,,2972.88977904501,299934.930819309
12758,2019,CA,USF,STF,5667034010602,WCB JAWBONE DEER HABITAT 108,5,2019/01/31 00:00:00+00,2019/01/31 00:00:00+00,35,34.870152,,,,2657.8413965538,226967.889707415
12759,2019,CA,USF,STF,5667038010602,WCB JAWBONE DEER HABITAT 109,5,2019/01/31 00:00:00+00,2019/01/31 00:00:00+00,24,24.394371,,,,2008.16090246935,158759.115205247
12760,2019,CA,USF,STF,5667074010602,WCB JAWBONE DEER HABITAT 111,5,2019/01/31 00:00:00+00,2019/01/31 00:00:00+00,16,15.713208,,,,1329.63941623527,102256.170004323
12761,2018,CA,USF,STF,5892191010602,FY 2019,5,2018/12/11 00:00:00+00,2018/12/11 00:00:00+00,5,4.9771671,,,,779.585070970607,32333.4729591612
12762,2019,CA,USF,STF,5890362010602,MATHER PRIVATE PROPERTY,5,2019/05/09 00:00:00+00,2019/05/09 00:00:00+00,6,6.0360498,,,,1473.69133066932,39269.5714827866
12763,2019,CA,USF,STF,5670028010602,WCB JAWBONE DEER HABITAT 114,5,2019/01/31 00:00:00+00,2019/01/31 00:00:00+00,9,9.1253672,,,,1540.41372729428,59414.0779946797
12764,2019,CA,USF,STF,5890280010602,FY 2009,5,2019/05/22 00:00:00+00,2019/05/22 00:00:00+00,2.1,2.1192157,,,,502.481992523402,13730.2134216477
12765,2018,CA,USF,STF,5819394010602,JAWBONE UNDER BURN,1,2018/11/01 00:00:00+00,2018/11/01 00:00:00+00,1111,1108.1893,,,,16513.369919182,7214568.80686172
12766,2019,CA,USF,STF,5890275010602,DOGTOWN ROAD,5,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,231,8.8014841,,,,1178.0831810066,57044.0906414115
12767,2019,CA,USF,STF,5892592010602,FY 19,5,2019/05/16 00:00:00+00,2019/05/16 00:00:00+00,7,6.8918982,,,,1293.62400574117,44660.9271929105
12768,2018,CA,USF,STF,5892166010602,OLD HWY 120,5,2018/12/10 00:00:00+00,2018/12/10 00:00:00+00,41,10.358858,,,,1119.5957837858,67305.2456627624
12769,2019,CA,USF,STF,5892117010602,FY 19,5,2019/02/13 00:00:00+00,2019/02/13 00:00:00+00,8,7.7813587,,,,921.912113256992,50459.2354256945
12770,2019,CA,USF,STF,5666537010602,WCB JAWBONE DEER HABITAT 104,5,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,30,29.520071,,,,2127.91771651694,192256.466616733
12771,2019,CA,USF,STF,5666611010602,WCB JAWBONE DEER HABITAT 105,5,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,43,42.204384,,,,2747.56409213206,274830.785030422
12772,2019,CA,USF,STF,5666896010602,WCB JAWBONE DEER HABITAT 106,5,2019/01/30 00:00:00+00,2019/01/30 00:00:00+00,42,42.428223,,,,3504.90878428047,276233.550286351
12773,2019,CA,USF,TNF,5439958010602,ONION CREEK STEWARDSHIP,5,2019/07/01 00:00:00+00,2019/07/01 00:00:00+00,24,23.970348,,,,2757.17625014245,162128.685074505
12774,2018,CA,USF,TNF,5837441010602,"LEFTOVER  UB RX UNIT22, FY19",1,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,74,72.258804,,,,5357.386598179,491341.445691771
12775,2019,CA,USF,TNF,5440085010602,ONION CREEK STEWARDSHIP,5,2019/07/01 00:00:00+00,2019/07/01 00:00:00+00,113.9,114.88161,,,,4740.35185613499,776819.283365331
12776,2018,CA,USF,TNF,5837487010602,,5,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,48,49.922241,,,,3676.35269204651,339549.489556204
12777,2019,CA,USF,TNF,5842037010602,HILLBILLY UNDERBURN UNIT 10,1,2019/05/01 00:00:00+00,2019/05/01 00:00:00+00,39,39.340157,,,,2426.47682041181,267005.909229384
12778,2018,CA,USF,TNF,5837484010602,,5,2018/12/31 00:00:00+00,2018/12/31 00:00:00+00,88.5,108.51061,,,,9821.61931757908,737939.114570178
12779,2019,CA,USF,TNF,5842205010602,SAGEHEN UNIT 00,5,2019/05/01 00:00:00+00,2019/05/01 00:00:00+00,115.4,115.71059,,,,6226.44162295494,786113.672673251
12780,2019,CA,USF,TNF,5842229010602,SAGEHEN UNIT 00,1,2019/05/01 00:00:00+00,2019/05/01 00:00:00+00,115.4,115.71059,,,,6226.44162295494,786113.672673251
12781,2018,CA,USF,TMU,5980579010602,BALDWIN MEADOW RX,1,2018/12/07 00:00:00+00,2018/12/07 00:00:00+00,40,40.024773,,,,9705.23080141546,268121.387298606
12782,2019,CA,USF,TNF,5729926010602,DRY CREEK UNIT 52,5,2019/11/28 00:00:00+00,2019/11/28 00:00:00+00,140.2,140.06572,,,,5109.39839100707,951474.06461508
12783,2018,CA,USF,TMU,5833599010602,CASCADE 40 HT,5,2018/11/07 00:00:00+00,2018/11/07 00:00:00+00,18.2,18.213243,,,,3563.26353915272,122008.130811209
12784,2019,CA,NPS,KNP,00000023,ASH MOUNTAIN RX,1,2019/06/20 00:00:00+00,2019/06/30 00:00:00+00,,22.669748,,,,7421.15472633327,142212.265610724
12785,2019,CA,NPS,KNP,00000044,SHERMAN RX,1,2019/07/09 00:00:00+00,2019/11/29 00:00:00+00,,481.86304,,,,15798.1439455948,3030266.67287571
12786,2019,CA,NPS,RWP,00000864,WILLIAMS RIDGE RX,1,2019/10/06 00:00:00+00,2019/10/11 00:00:00+00,,124.61244,,,,5495.80687219393,890525.015597928
12787,2019,CA,NPS,RWP,00001036,COPPER CREEK RX,1,2019/11/07 00:00:00+00,2019/11/14 00:00:00+00,,152.26685,,,,4921.45732799783,1087795.52582217
12788,2019,CA,NPS,RWP,00001054,UPPER COUNTS RX,1,2019/11/13 00:00:00+00,2019/11/27 00:00:00+00,,127.30451,,,,5114.55428924993,910465.28953101
12789,2019,CA,CDF,MEU,9168,Lunardi Rx Burn,1,2019/01/27 00:00:00+00,2019/01/29 00:00:00+00,100,1023.2618,,,,59049.1529891426,7009574.00202101
12790,2019,CA,CDF,MEU,9168,Lunardi Rx Burn,1,2019/04/24 00:00:00+00,2019/04/24 00:00:00+00,143,1023.2618,,,,59049.1529891426,7009574.00202101
12791,2019,CA,CDF,MEU,9179,2019 Shamrock Burn,1,2019/01/27 00:00:00+00,2019/05/09 00:00:00+00,1300,4289.5474,,,,59749.9738641233,29322909.946116
12792,2019,CA,CDF,MEU,9580,Corson Rx Burn,1,2019/04/25 00:00:00+00,2019/05/06 00:00:00+00,326,326.73309,,,,17757.8366237639,2201626.06015376
12793,2019,CA,OTH,MEU,9877,ACOE Dam Burn 2019,1,2019/06/28 00:00:00+00,2019/06/28 00:00:00+00,23,28.295607,,,,2983.56259211765,190922.601120967
12794,2019,CA,CDF,HUU,8698,Broadcast Burn,1,2019/10/06 00:00:00+00,2019/10/06 00:00:00+00,50,50.267025,,,,2984.95257159717,352813.778443047
12795,2019,CA,PVT,HUU,9735,Ostrow_2019,1,2019/04/29 00:00:00+00,2019/07/29 00:00:00+00,3.4,3.3593297,,,,992.772659580656,23266.2021949806
